,Label,mean_1,mean_2,mean_3,mean_4,median_1,median_2,median_3,median_4,sd_1,sd_2,sd_3,sd_4,min_1,min_2,min_3,min_4,max_1,max_2,max_3,max_4
3188,sit-to-stand,28866.42013,29434.12009,30826.82533,28866.42013,28890,29660,30864,28890,1171.878494,2172.339122,1807.59605,1171.878494,26032,24185,27037,26032,31632,34516,34132,31632
3189,jump-two-leg,28585.62998,30122.92516,30219.30573,28585.62998,28916,28424,28861,28916,4083.542623,9749.837584,13875.75449,4083.542623,13790,9292,62,13790,41260,64289,65416,41260
3190,lateral-shuffle-left,30760.78325,32622.84625,26926.65191,30760.78325,29893,33901,25376,29893,5226.93002,22919.41085,21057.69319,5226.93002,17476,60,60,17476,48577,65437,65428,48577
3191,lateral-shuffle-left,32084.206,29034.3724,30113.74479,32084.206,30340,32388,31652,30340,6716.353763,19122.24777,18178.52375,6716.353763,19328,62,60,19328,56565,65422,65428,56565
3192,curve-left-spin-Lfirst,29061.08009,25424.6621,19112.05936,29061.08009,29564,24640,18919,29564,1849.181947,4856.249546,6472.972617,1849.181947,24751,15401,3095,24751,31577,36824,33848,31577
3193,curve-right-spin-Lfirst,29637.5708,34699.54525,33059.17881,29637.5708,28800,37829,31696,28800,2955.521519,7394.558873,12675.38353,2955.521519,25884,18036,11574,25884,36532,42484,60832,36532
3194,curve-left-step,28369.39524,29944.23026,29956.07992,28369.39524,29620,30815,31960,29620,6654.012149,10943.68645,11991.47978,6654.012149,64,3621,743,64,42346,53284,65320,42346
3195,sit,29172.11671,29342.57143,29212.25926,29172.11671,28832,28962,29048,28832,947.0674262,981.5889092,884.2155069,947.0674262,28037,28184,28156,28037,30812,31172,30888,30812
3196,v-cut-right-Lfirst,27082.1339,32030.38748,29558.35702,27082.1339,27696,34876,30544,27696,3278.314448,19110.25728,12060.29495,3278.314448,15948,62,64,15948,32096,65428,53272,32096
3197,jump-one-leg,26660.86458,36253.83896,22833.11688,26660.86458,25436,36220,18403,25436,7366.491534,15423.28472,20018.82898,7366.491534,14573,1122,60,14573,42676,65421,65416,42676
3198,v-cut-right-Rfirst,29697.125,31063.43119,28784.48073,29697.125,28756,32376,28135,28756,4585.928615,12803.02707,5897.872847,4585.928615,22196,65,12932,22196,43712,65416,43038,43712
3199,v-cut-left-Lfirst,28141.81884,33592.34358,23720.61302,28141.81884,28288,33129,24106,28288,1787.860183,6388.597069,14148.40017,1787.860183,23346,22141,60,23346,31980,50600,57844,31980
3200,jump-one-leg,27899.13348,33692.02709,24891.94357,27899.13348,27975,33546,21880,27975,3179.75308,11153.15276,21804.10755,3179.75308,20112,12170,61,20112,34552,65416,65424,34552
3201,curve-left-spin-Lfirst,27929.4466,24297.50363,23266.80387,27929.4466,28164,25408,15997,28164,1774.00394,4613.966004,14504.67685,1774.00394,24816,15884,9222,24816,31589,32410,65425,31589
3202,jump-two-leg,29085.46032,31221.21479,28244.10915,29085.46032,29276,30206,26304,29276,1556.409476,8461.148364,14646.50821,1556.409476,23808,13208,62,23808,32732,53388,65412,32732
3203,curve-left-spin-Rfirst,29280.57624,20628.23186,32106.94867,29280.57624,29131,21809,31745,29131,1127.661295,5945.605325,12727.21933,1127.661295,26229,9208,10650,26229,31758,30112,63848,31758
3204,sit-to-stand,29035.14231,29413.85221,29825.30518,29035.14231,28744,29720,29347,28744,960.9782663,2575.560323,2348.562823,960.9782663,27856,23652,26157,27856,31196,36784,35065,31196
3205,v-cut-right-Lfirst,27880.12875,33520.13556,24003.72183,27880.12875,27832,34800,20898,27832,2506.734325,12875.35969,14700.66067,2506.734325,21906,64,4439,21906,35475,59856,55644,35475
3206,lateral-shuffle-left,32118.52525,27874.21185,31061.93443,32118.52525,30472,29132,31130,30472,8146.107801,20903.61631,21398.34224,8146.107801,16008,61,61,16008,65424,65424,65421,65424
3207,curve-left-spin-Rfirst,28995.22182,22078.6225,27500.87477,28995.22182,28736,24336,27233,28736,1404.635699,7402.572495,11937.52319,1404.635699,26648,2036,2663,26648,32542,33494,49924,32542
3208,v-cut-right-Rfirst,30308.86398,30795.99809,29763.9044,30308.86398,29341,29392,30388,29341,4720.634703,13200.9568,6611.793507,4720.634703,23257,1683,15654,23257,43392,65432,43909,43392
3209,v-cut-right-Lfirst,27847.61179,34126.30277,25370.36678,27847.61179,28064,35296,23743,28064,3231.036556,13648.94506,10465.96163,3231.036556,21464,2622,3421,21464,33628,65416,54140,33628
3210,lateral-shuffle-left,29275.73118,30197.10336,31757.20134,29275.73118,29402,21524,35982,29402,6549.657026,21064.1469,22376.50133,6549.657026,6965,64,61,6965,41274,65429,65432,41274
3211,walk,30212.93847,29436.57662,29634.34978,30212.93847,30017,30200,29976,30017,2569.79985,9895.754547,12755.77738,2569.79985,24176,8582,1149,24176,44720,57768,64716,44720
3212,curve-right-spin-Rfirst,36382.68584,30343.19647,28117.96468,36382.68584,29156,33508,26966,29156,12609.72799,15883.32383,4558.568516,12609.72799,26234,61,19733,26234,65423,65416,44608,65423
3213,v-cut-left-Rfirst,27774.33213,23013.33694,37991.19459,27774.33213,27748,23478,38120,27748,3802.803171,14496.41278,10150.71327,3802.803171,19840,63,16290,19840,43348,59664,65417,43348
3214,curve-right-spin-Lfirst,29943.65,33673.54054,32830.05405,29943.65,29370,32906,33657,29370,5173.871544,3855.905827,13878.78594,5173.871544,21417,26976,76,21417,41253,42222,60556,41253
3215,lateral-shuffle-left,30972.90921,31164.87356,27854.77395,30972.90921,30188,31783,26239,30188,5309.373556,21174.08532,20404.36898,5309.373556,20696,61,60,20696,51397,65420,65424,51397
3216,lateral-shuffle-left,30589.93703,31572.21635,27944.67421,30589.93703,30165,31456,27491,30165,3345.833687,21353.44659,19156.41608,3345.833687,21980,62,61,21980,40090,65432,65420,40090
3217,stand-to-sit,28609.59502,29667.25959,29624.30023,28609.59502,28535,30036,29376,28535,1246.952252,4404.830561,2006.849316,1246.952252,26261,21956,26000,26261,31187,37938,34496,31187
3218,walk,30759.14462,28842.9304,29368.13921,30759.14462,30275,27800,29808,30275,4252.146041,12903.22506,12945.70111,4252.146041,24276,2170,64,24276,56208,60892,59856,56208
3219,run,30579.08385,26824.28217,34195.44341,30579.08385,30656,23744,31192,30656,3554.257316,12895.02217,17418.95888,3554.257316,23950,61,390,23950,37288,52194,65424,37288
3220,curve-left-spin-Lfirst,28418.29717,24864.96941,19533.74588,28418.29717,28427,25840,16737,28427,1959.859614,5499.52901,11779.50984,1959.859614,24856,9854,2540,24856,31972,33329,47504,31972
3221,jump-two-leg,29269.21053,31078.12008,28568.45779,29269.21053,29344,28696,27212,29344,1266.589243,6957.00143,14112.0775,1266.589243,25600,18728,63,25600,31836,49368,65432,31836
3222,lateral-shuffle-left,30696.62992,32348.87418,25811.29358,30696.62992,29972,34473,25316,29972,4896.691107,22738.11875,19148.42627,4896.691107,20630,61,60,20630,43800,65424,65425,43800
3223,run,32708.55679,27940.75956,29479.33046,32708.55679,31840,23484,31584,31840,5762.874152,16664.4035,18432.75171,5762.874152,21381,62,61,21381,53928,65420,65420,53928
3224,curve-left-spin-Rfirst,29289.04,20537.53539,31792.17241,29289.04,29236,22780,28016,29236,1791.764065,6488.935941,12986.11303,1791.764065,25344,6320,6266,25344,35689,31320,61800,35689
3225,stand-to-sit,28357.98554,30600.57938,28761.54021,28357.98554,28548,29861,28810,28548,1602.678129,3129.445132,2739.870032,1602.678129,24476,24896,23592,24476,30918,37559,35300,30918
3226,stair-up,27678.52061,29230.37834,29249.70404,27678.52061,27981,29088,29812,27981,8295.201536,10163.91434,9183.947391,8295.201536,61,64,10647,61,65418,65420,64672,65418
3227,walk,30597.79174,29122.28891,29769.33792,30597.79174,30400,30652,29748,30400,5857.490782,11943.18231,9847.803657,5857.490782,5998,65,6864,5998,54858,59960,49920,54858
3228,stair-down,30425.69218,29467.11554,29323.99751,30425.69218,29770,30556,29632,29770,6689.362219,8375.138548,9266.805614,6689.362219,18844,66,590,18844,51340,47556,47268,51340
3229,walk,29771.95788,29801.45837,29024.6258,29771.95788,30953,30214,28761,30953,6584.300075,11357.29094,9893.724444,6584.300075,9166,358,8640,9166,51436,60416,59188,51436
3230,jump-two-leg,29000.38768,30354.96203,28397.73599,29000.38768,29044,29884,27912,29044,1274.329765,7684.81191,15161.47143,1274.329765,23523,14339,62,23523,30885,50684,65422,30885
3231,sit-to-stand,29003.16415,29956.78343,29499.91337,29003.16415,28460,29900,29516,28460,967.0956135,1549.499682,2200.073533,967.0956135,27804,25612,24877,27804,30700,34436,34528,30700
3232,v-cut-left-Lfirst,29948.87684,25506.00367,28352.74495,29948.87684,29120,28540,30098,29120,4488.913299,13412.92707,12184.96395,4488.913299,24084,64,831,24084,38163,51428,50560,38163
3233,curve-right-step,30249.63477,29945.44577,28755.15441,30249.63477,30032,29854,29758,30032,6397.066692,11531.3433,8922.637179,6397.066692,2716,1323,11784,2716,54936,57464,49400,54936
3234,stair-up,28981.72062,29295.03038,29539.63711,28981.72062,30262,30588,30652,30262,8794.545167,13735.71174,9742.606462,8794.545167,3508,63,8354,3508,45536,65428,57664,45536
3235,stair-down,30532.37857,30003.52332,28477.09326,30532.37857,29595,32293,28800,29595,6012.255665,11069.15138,8459.6184,6012.255665,11459,63,61,11459,52120,50696,58689,52120
3236,stand,29062.54321,29270.21846,29117.86769,29062.54321,28777,29049,28603,28777,897.6906878,896.0500177,1010.342161,897.6906878,28161,28154,28117,28161,30840,30892,30896,30840
3237,lateral-shuffle-right,28374.23669,31402.85035,28569.21399,28374.23669,30682,30528,24076,30682,7620.230056,17143.99587,23426.62641,7620.230056,7354,61,61,7354,41680,65436,65436,41680
3238,stand,29311.86093,29213.9868,29363.52475,29311.86093,28604,28965,29296,28604,1068.429757,973.7512838,889.2566796,1068.429757,28106,28112,28088,28106,30906,30817,30908,30906
3239,jump-one-leg,26586.6686,34699.61159,24238.17971,26586.6686,26865,34596,17480,26865,1956.879743,6213.140067,20139.53121,1956.879743,21392,21416,62,21392,29806,48896,65420,29806
3240,curve-right-step,29642.98529,30369.11753,28938.64838,29642.98529,31284,30149,29270,31284,7417.249287,9428.579931,10204.34874,7417.249287,65,6070,3657,65,56064,50288,55148,56064
3241,stair-down,29094.46552,31678.0689,28707.52919,29094.46552,30497,33788,30418,30497,8407.488375,13234.22173,11606.42986,8407.488375,449,65,63,449,52384,63840,48597,52384
3242,jump-one-leg,28463.74273,31708.33482,29805.44643,28463.74273,29426,32612,28484,29426,3917.261667,6097.390284,16310.79847,3917.261667,12657,14228,61,12657,32909,42128,65423,32909
3243,sit,29215.07692,29280.26087,29272.09207,29215.07692,28804,28884,29036,28804,972.5436234,955.4158678,902.1718704,972.5436234,28124,28044,28144,28124,30829,30998,30916,30829
3244,lateral-shuffle-left,30258.45152,30260.40111,29915.73444,30258.45152,29655,32280,31115,29655,5334.309881,20730.53895,20811.22148,5334.309881,21716,62,61,21716,47104,65432,65425,47104
3245,curve-left-step,29469.48003,29102.18506,29168.26316,29469.48003,29636,30274,29748,29636,5415.722818,9736.254607,12114.95947,5415.722818,8630,4884,195,8630,51352,57695,65426,51352
3246,stair-down,30804.33389,28954.56183,29450.6888,30804.33389,30353,29889,28618,30353,6689.566767,7835.71926,8751.790277,6689.566767,13717,64,4928,13717,48368,42909,48216,48368
3247,run,32538.1275,29384.45818,30345.86267,32538.1275,31457,27072,31508,31457,5283.505779,14370.47876,16037.77094,5283.505779,26132,60,62,26132,49684,65416,60949,49684
3248,jump-two-leg,28058.70455,33496.37347,26985.68237,28058.70455,28512,32416,22399,28512,2467.800207,7333.411674,15472.69472,2467.800207,19073,17404,61,19073,31161,61829,65430,31161
3249,v-cut-left-Rfirst,27065.85587,25048.67318,35276.77087,27065.85587,27557,26464,34180,27557,2322.15056,12850.97319,12017.58964,2322.15056,21399,63,8798,21399,33376,64740,65432,33376
3250,curve-left-step,29992.64846,28352.8798,29547.73061,29992.64846,29059,29264,32656,29059,5918.273056,10671.23225,10744.29061,5918.273056,7754,8674,7040,7754,53460,57824,57704,53460
3251,stand-to-sit,28433.67749,30545.52268,28840.28942,28433.67749,28532,29805,28397,28532,1407.797615,4099.026178,1522.393285,1407.797615,24480,23465,26534,24480,30941,39289,33548,30941
3252,v-cut-left-Rfirst,28799.13406,23687.4575,36137.12477,28799.13406,28695,24689,33893,28695,2210.528398,12883.54086,11032.17876,2210.528398,22145,61,15532,22145,33098,62180,65429,33098
3253,v-cut-left-Rfirst,27175.37085,25002.80847,35226.44936,27175.37085,28108,25036,34850,28108,7179.539969,14782.48705,9298.168313,7179.539969,2376,63,17253,2376,52816,65424,58504,52816
3254,sit,29306.29143,29256.68376,29254.11396,29306.29143,29088,28938,28856,29088,920.4174839,979.628495,889.9056859,920.4174839,28238,28192,28203,28238,30926,30828,30942,30926
3255,curve-right-spin-Rfirst,36652.20991,34702.77882,23896.00471,36652.20991,31032,36137,26237,31032,12099.19316,14103.37212,9973.294956,12099.19316,27521,62,61,27521,65424,63464,42852,65424
3256,stair-up,28679.93837,29348.59031,28790.60427,28679.93837,29629,30301,30708,29629,8512.672457,11606.69243,11452.67955,8512.672457,8100,61,61,8100,47960,64273,65416,47960
3257,stand,29157.13056,29093.9446,29090.79778,29157.13056,28964,28716,28748,28964,864.580364,914.1779685,874.2889559,864.580364,28161,27986,28144,28161,30937,30752,30784,30937
3258,curve-right-spin-Lfirst,28928.7587,35916.2538,31751.92842,28928.7587,28860,36708,27220,28860,2083.842062,5149.361522,13974.79162,2083.842062,24094,26794,11777,24094,35129,45620,64472,35129
3259,stair-up,28383.33731,29055.51033,29322.32909,28383.33731,28488,28218,30375,28488,8196.008152,10570.32394,10645.01702,8196.008152,67,66,66,67,65422,65424,64344,65422
3260,v-cut-right-Rfirst,30487.40753,29887.55214,29561.2,30487.40753,28808,28592,29149,28808,7790.43391,10645.17864,3848.452602,7790.43391,17607,3105,22182,17607,51093,65412,38928,51093
3261,jump-one-leg,27557.59233,32039.42105,25307.10048,27557.59233,28208,33229,21106,28208,2509.686272,8222.992671,17015.94899,2509.686272,20676,13865,61,20676,32199,48208,65416,32199
3262,lateral-shuffle-left,30541.71943,32550.11697,26045.15938,30541.71943,29960,34473,26009,29960,5588.134015,19045.59969,20465.74736,5588.134015,17877,61,61,17877,44996,65432,65424,44996
3263,curve-right-step,31556.37487,29076.46761,29211.27935,31556.37487,31148,30088,28540,31148,6279.849405,8469.945911,13848.85602,6279.849405,7608,10988,65,7608,52100,51127,55560,52100
3264,lateral-shuffle-left,30677.20256,31972.04994,29765.56978,30677.20256,30703,33944,30580,30703,4362.069974,20755.74788,19819.78769,4362.069974,21432,63,60,21432,43512,65424,65421,43512
3265,curve-left-spin-Lfirst,29466.7132,23982.82278,18144.90127,29466.7132,29481,24793,16800,29481,1589.85393,3163.510282,5110.249211,1589.85393,24898,15916,11450,24898,32360,29428,33711,32360
3266,stair-up,28304.19091,29739.01734,28750.45582,28304.19091,29572,30700,29728,29572,8713.816473,10012.26796,10073.92725,8713.816473,3054,60,2396,3054,42661,60189,65416,42661
3267,walk,30343.03422,29495.16239,28986.34378,30343.03422,30337,30850,27472,30337,3408.456783,13085.60773,13652.25256,3408.456783,22144,61,66,22144,55412,58112,57317,55412
3268,curve-left-spin-Lfirst,27172.98361,27101.31776,20113.22897,27172.98361,28218,27970,16747,28218,3885.660967,5329.350699,16175.09775,3885.660967,18600,17662,62,18600,32056,37396,65416,32056
3269,stair-up,28407.48055,29679.04777,29189.93279,28407.48055,29264,31744,29801,29264,6997.984685,11721.49343,10044.55452,6997.984685,7056,61,3995,7056,50772,65421,65416,50772
3270,v-cut-right-Lfirst,27106.41075,34921.69896,25353.84429,27106.41075,26837,36268,24933,26837,3225.331428,16290.45126,11600.76533,3225.331428,20084,61,79,20084,32236,65425,65428,32236
3271,stand-to-sit,29179.51946,29382.54369,29326.92816,29179.51946,29156,28638,28968,29156,905.3872792,3836.203624,2530.043758,905.3872792,27409,20862,24694,27409,30916,37348,36380,30916
3272,lateral-shuffle-left,30338.39125,31610.2755,28014.31258,30338.39125,29672,33362,27874,29672,4839.938494,20633.31471,18907.90038,4839.938494,20648,60,60,20648,49796,65423,65420,49796
3273,curve-right-spin-Rfirst,37377.69565,34062.19759,25622.4241,37377.69565,30715,32220,29501,30715,12020.53199,11054.58231,13373.83098,12020.53199,27980,17218,61,27980,65424,65420,48850,65424
3274,jump-two-leg,28816.98214,30396.68317,28214.19406,28816.98214,29182,30065,26280,29182,1494.343183,5432.489478,15401.77546,1494.343183,24050,22304,61,24050,30820,40528,65408,30820
3275,v-cut-right-Rfirst,29729.60894,30033.84572,29887.11896,29729.60894,27980,29208,30776,27980,7627.763455,9404.850347,5350.653478,7627.763455,17214,1622,19300,17214,46988,59876,42469,46988
3276,jump-one-leg,27564.87363,33710.12055,27485.87397,27564.87363,27921,33136,15948,27921,5622.736682,4797.536734,23973.72379,5622.736682,15719,25385,62,15719,40296,42404,65420,40296
3277,jump-two-leg,27672.69288,31850.14953,27957.95701,27672.69288,28325,32040,30304,28325,2558.955167,4541.24118,15144.57309,2558.955167,21416,22137,61,21416,31692,41008,65420,31692
3278,v-cut-right-Rfirst,30154.42414,28964.12048,29449.83133,30154.42414,29450,29484,29508,29450,5552.174403,9644.447281,6178.870166,5552.174403,21264,66,15496,21264,41540,53964,39560,41540
3279,sit-to-stand,29178.30588,29302.93151,30093.45597,29178.30588,29081,29336,30304,29081,955.2804999,2235.99919,1929.682719,955.2804999,27912,23453,26242,27912,30976,33993,33737,30976
3280,lateral-shuffle-right,28646.11266,30008.89001,29658.80025,28646.11266,28564,26541,26521,28564,7255.249458,17542.96651,19398.11014,7255.249458,65,60,62,65,44144,63121,65424,44144
3281,curve-left-step,30190.35859,28659.73692,29616.03435,30190.35859,29592,30024,30605,29592,4381.183318,11768.31234,10795.78633,4381.183318,22249,62,65,22249,54852,59877,54776,54852
3282,walk,30516.28007,29228.6852,29070.90493,30516.28007,29948,30264,29224,29948,3717.862741,10465.89623,13143.75811,3717.862741,25837,169,64,25837,49946,51096,57940,49946
3283,sit-to-stand,29523.22801,29330.17563,29645.30108,29523.22801,29978,29552,29436,29978,1009.414375,1819.261806,1911.01648,1009.414375,27896,24395,25884,27896,30752,32908,33298,30752
3284,stand-to-sit,28963.86199,30108.3386,29083.61174,28963.86199,28708,30358,29116,28708,2124.14241,3357.691248,1119.077227,2124.14241,24201,21564,26665,24201,35152,36774,31828,35152
3285,lateral-shuffle-right,28206.51192,30565.95238,29171.82707,28206.51192,28045,29570,26313,28045,8081.358222,19526.91546,18602.38031,8081.358222,6082,61,62,6082,49952,65417,65424,49952
